,Unnamed: 0,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,X,Y,datetime,day,hour,geometry,SDoT_pop,count_따릉이,학교_초,학교_중,학교_고,학교_대,따릉이_대여소수,pubs,speedbump,busstop,subway,bus,temp,humidity,dust
234,234,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,23세,기타불명,보행자,여,37세,경상,206740.27260781,458149.62520877,2021-07-16 21:00:00,4,21,POINT (962614.9999999695 1958247.9999999248),258.5,0,0,0,0,0,0,22,1,10,4,120,26.9,74.0,3.0
235,235,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,상해없음,이륜,남,34세,경상,203172.62821927,445407.61143876,2021-07-17 16:00:00,5,16,POINT (958980.9999999605 1945529.9999999169),13.0,0,0,0,0,0,1,21,130,12,5,67,34.9,44.0,9.0
236,236,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,비,기타 - 기타,개인형이동수단(PM),남,21세,경상,승용,남,55세,상해없음,188218.79795758,446361.54336112,2021-07-18 22:00:00,6,22,POINT (944037.9999999586 1946562.9999999036),103.0,0,1,0,0,0,3,0,0,11,1,88,29.0,69.0,4.0
237,237,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,56세,경상,승용,여,41세,상해없음,211623.00998688,445592.56937101,2021-07-21 17:00:00,2,17,POINT (967428.9999999597 1945669.9999999278),16.0,0,2,2,8,0,2,2,3,7,5,52,39.5,34.0,13.0
238,238,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27세,상해없음,이륜,남,44세,경상,205319.55204684,445204.9344768,2021-07-22 19:00:00,3,19,POINT (961125.9999999618 1945315.9999999187),30.0,0,0,2,13,0,3,16,27,9,3,83,34.0,59.0,37.0
239,239,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,-,맑음,단일로 - 기타,개인형이동수단(PM),남,64세,중상,승용,남,14세,상해없음,191263.26328959,446114.62359224,2021-07-23 05:00:00,4,5,POINT (947079.9999999546 1946299.9999999146),78.0,0,0,0,0,0,0,10,18,8,3,120,26.2,90.0,13.0
240,240,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,58세,상해없음,보행자,남,74세,경상,211032.07050475,445536.40797358,2021-07-23 10:00:00,4,10,POINT (966837.9999999582 1945616.9999999234),12.0,0,0,1,0,0,5,8,23,7,5,57,30.9,69.0,28.0
241,241,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,27세,경상,승용,남,51세,상해없음,204899.16037361,463664.00203021,2021-07-23 18:00:00,4,18,POINT (960803.9999999747 1963769.999999923),116.0,0,0,0,0,0,2,12,1,12,2,88,39.0,35.0,16.0
242,242,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,34세,경상,이륜,남,35세,상해없음,205126.87328487,444941.80701681,2021-07-24 15:00:00,5,15,POINT (960931.9999999629 1945053.9999999183),9.0,0,0,0,0,0,1,23,153,4,4,79,38.4,33.0,46.0
243,243,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,22세,경상,승용,남,59세,상해없음,204873.34077361,454804.36027679,2021-07-26 12:00:00,0,12,POINT (960730.9999999608 1954913.9999999218),124.5,0,1,0,0,1,1,27,0,8,2,60,-40.0,39.0,13.0
244,244,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,21세,상해없음,보행자,여,74세,경상,203263.15076561,459228.53335278,2021-07-26 22:00:00,0,22,POINT (959144.9999999709 1959344.9999999257),65.5,0,0,1,0,0,4,4,0,20,0,119,32.7,51.0,4.0
245,245,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20세,부상신고,승용,남,45세,상해없음,206387.11227807,460218.56622716,2021-07-26 22:00:00,0,22,POINT (962272.9999999657 1960317.9999999208),265.5,0,1,0,7,0,1,0,1,6,2,105,32.7,51.0,4.0
246,246,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,34세,경상,,,,,192306.90258351,450772.94598147,2021-07-26 23:00:00,0,23,POINT (948147.999999958 1950950.9999999164),9.5,0,0,0,0,0,0,20,0,15,4,133,30.3,64.0,17.0
247,247,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25세,경상,승용,남,65세,상해없음,205408.0898997,444357.06901946,2021-07-26 23:00:00,0,23,POINT (961209.9999999601 1944467.9999999187),30.5,0,0,0,0,0,3,9,90,7,5,68,28.8,71.0,6.0
248,248,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,48세,부상신고,승용,남,49세,상해없음,202929.10810093,443039.38672963,2021-07-27 15:00:00,1,15,POINT (958724.9999999622 1943163.9999999139),10.0,0,0,1,29,0,4,40,45,17,2,111,38.5,39.0,32.0
249,249,중상사고,0,1,0,0,차대사람 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,상해없음,보행자,여,43세,중상,209276.18486254,446135.32120789,2021-07-28 08:00:00,2,8,POINT (965085.999999965 1946224.9999999274),19.0,0,0,0,5,0,2,47,5,6,5,68,28.2,94.0,20.0
250,250,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,36세,상해없음,자전거,남,73세,중상,205081.04607283,454499.34492186,2021-07-28 13:00:00,2,13,POINT (960936.9999999616 1954607.9999999271),126.5,0,2,0,0,0,0,27,0,6,2,73,-40.0,44.0,42.0
251,251,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,-,비,단일로 - 기타,개인형이동수단(PM),남,27세,경상,승용,남,44세,상해없음,193794.87085124,442792.79914764,2021-07-28 14:00:00,2,14,POINT (949592.9999999594 1942965.9999999134),289.0,0,0,0,0,0,4,76,17,10,1,91,36.2,46.0,20.0
252,252,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,14세,경상,승용,남,73세,상해없음,208236.90626874,453445.71770479,2021-07-28 16:00:00,2,16,POINT (964085.9999999667 1953537.9999999292),14.0,0,0,0,0,0,1,2,0,3,2,54,-40.0,56.0,68.0
253,253,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,32세,경상,자전거,여,54세,중상,210588.19263375,445668.103196,2021-07-28 18:00:00,2,18,POINT (966394.9999999601 1945750.9999999225),24.5,0,0,0,0,0,0,10,57,3,3,53,31.5,67.0,28.0
254,254,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,22세,경상,승용,남,52세,상해없음,193462.55265276,443017.12085795,2021-07-28 22:00:00,2,22,POINT (949261.9999999546 1943191.9999999083),80.0,0,0,0,0,0,5,41,27,11,1,89,30.6,67.0,25.0
255,255,중상사고,0,1,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,44세,중상,,,,,205480.97780957,449841.62818415,2021-07-29 03:00:00,3,3,POINT (961311.9999999653 1949949.9999999225),2.0,0,0,0,0,0,4,0,0,4,1,60,26.7,100.0,31.0
256,256,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,상해없음,보행자,여,51세,중상,203728.49268081,442649.47690598,2021-07-29 08:00:00,3,8,POINT (959521.9999999533 1942769.9999999192),19.0,0,1,0,0,0,4,36,42,9,3,100,28.0,100.0,46.0
257,257,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,25세,중상,승용,남,42세,상해없음,205881.0931476,449849.75852197,2021-07-29 13:00:00,3,13,POINT (961711.9999999665 1949955.999999921),11.5,0,0,0,0,0,5,18,14,11,3,67,33.8,55.0,49.0
258,258,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,38세,기타불명,보행자,여,30세,경상,203847.56253293,445658.29515156,2021-07-30 09:00:00,4,9,POINT (959656.9999999561 1945776.999999919),14.5,0,1,1,0,0,1,9,83,10,8,62,28.2,87.0,17.0
259,259,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,23세,경상,승용,여,59세,상해없음,209497.47264875,444026.65243997,2021-07-30 13:00:00,4,13,POINT (965295.9999999604 1944115.9999999274),12.5,0,0,0,0,0,3,0,0,2,2,47,35.6,45.0,29.0
260,260,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,34세,경상,이륜,남,30세,경상,203737.31685952,446072.87295473,2021-07-30 18:00:00,4,18,POINT (959548.999999964 1946191.9999999155),28.5,0,0,0,0,0,2,9,172,2,6,53,33.5,54.0,17.0
261,261,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,18세,경상,승용,남,61세,상해없음,205804.067999,460183.4461172,2021-07-31 05:00:00,5,5,POINT (961689.9999999675 1960285.9999999194),33.0,0,0,0,0,0,1,2,1,12,2,99,27.7,86.0,16.0
262,262,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,25세,부상신고,승용,여,57세,상해없음,186497.83003894,449620.62385561,2021-07-31 11:00:00,5,11,POINT (942334.999999963 1949829.9999999097),25.0,0,0,0,0,0,4,21,40,9,1,80,31.4,68.0,17.0
263,263,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,-,맑음,단일로 - 기타,개인형이동수단(PM),남,17세,상해없음,보행자,여,28세,경상,202557.99596157,460144.13719053,2021-07-31 21:00:00,5,21,POINT (958444.9999999743 1960263.9999999208),88.0,0,0,1,0,0,2,54,0,10,2,124,31.0,60.0,9.0
264,264,중상사고,0,2,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20세,중상,승용,남,62세,경상,197400.79929381,442502.82966225,2021-08-01 09:00:00,6,9,POINT (953195.9999999576 1942656.9999999104),266.5,0,0,1,0,0,0,3,0,0,2,82,28.4,76.0,27.0
265,265,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,흐림,단일로 - 기타,개인형이동수단(PM),남,52세,부상신고,승용,남,28세,상해없음,186685.32033119,451610.36802619,2021-08-01 18:00:00,6,18,POINT (942532.9999999629 1951817.9999999055),38.0,0,0,0,0,0,5,4,20,4,2,117,30.2,78.0,40.0
266,266,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,41세,부상신고,보행자,남,68세,상해없음,208244.47534054,455406.54058535,2021-08-03 21:00:00,1,21,POINT (964103.9999999726 1955497.9999999234),116.5,0,0,0,0,0,3,31,0,15,3,97,28.8,65.0,12.0
267,267,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,21세,경상,승용,여,20세,상해없음,211953.66967102,447752.19619032,2021-08-05 08:00:00,3,8,POINT (967770.9999999662 1947826.9999999297),21.0,0,0,0,0,0,3,21,26,9,2,75,28.2,92.0,21.0
268,268,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,53세,중상,승용,남,48세,기타불명,196565.79433103,449031.91950439,2021-08-05 15:00:00,3,15,POINT (952395.9999999581 1949187.9999999148),134.5,0,0,0,0,0,1,4,18,8,8,137,34.2,48.0,22.0
269,269,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,자전거,여,25세,경상,185019.48838766,451085.31215096,2021-08-05 19:00:00,3,19,POINT (940864.999999957 1951301.9999999078),46.0,0,0,0,0,0,7,25,0,8,4,89,32.1,57.0,13.0
270,270,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,29세,상해없음,보행자,여,65세,중상,195039.13280587,449798.09931369,2021-08-06 09:00:00,4,9,POINT (950873.9999999594 1949961.999999911),115.0,0,1,1,0,0,1,24,0,14,8,116,29.8,73.0,23.0
271,271,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,24세,상해없음,승용,여,36세,경상,193803.21858182,444046.32392751,2021-08-06 09:00:00,4,9,POINT (949607.99999996 1944218.9999999136),117.5,0,0,0,0,0,1,11,0,12,2,116,29.9,64.0,25.0
272,272,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,77세,상해없음,보행자,남,41세,중상,193292.76096611,456133.24044509,2021-08-06 17:00:00,4,17,POINT (949161.999999965 1956303.9999999152),56.5,0,1,0,0,0,3,7,52,5,4,123,29.6,57.0,0.0
273,273,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),여,31세,기타불명,보행자,여,24세,경상,203066.26548001,446597.51460726,2021-08-06 21:00:00,4,21,POINT (958880.9999999631 1946719.9999999178),32.0,0,0,1,0,0,3,37,98,5,3,53,27.0,81.0,3.0
274,274,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,27세,상해없음,보행자,여,20세,중상,192992.72490124,449915.26472643,2021-08-06 22:00:00,4,22,POINT (948828.999999962 1950089.9999999122),36.5,0,1,0,0,0,1,173,0,11,4,139,27.5,72.0,3.0
275,275,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,36세,경상,승용,남,25세,상해없음,203287.48314156,445255.16147602,2021-08-07 18:00:00,5,18,POINT (959094.9999999598 1945376.9999999187),19.0,0,0,0,0,0,1,24,114,5,5,62,34.0,51.0,13.0
276,276,부상신고사고,0,0,0,1,차량단독 - 기타,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,26세,부상신고,,,,,203730.22418356,445148.47095234,2021-08-08 08:00:00,6,8,POINT (959536.9999999646 1945267.999999922),5.5,0,0,0,0,0,1,31,67,1,6,67,25.0,100.0,25.0
277,277,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,비,기타 - 기타,개인형이동수단(PM),남,42세,상해없음,보행자,남,25세,경상,190895.56473957,441134.77726044,2021-08-08 19:00:00,6,19,POINT (946685.9999999551 1941323.9999999078),96.5,0,0,0,0,0,4,42,21,16,1,113,25.2,86.0,10.0
278,278,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,기타,기타 - 기타,개인형이동수단(PM),기타불명,미분류,기타불명,승용,남,58세,상해없음,203710.31768543,442869.46711565,2021-08-09 01:00:00,0,1,POINT (959504.9999999612 1942989.9999999227),1.0,0,1,0,0,0,4,36,42,9,3,98,23.1,100.0,7.0
279,279,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,37세,상해없음,보행자,여,48세,경상,197426.35868542,442776.07114658,2021-08-09 18:00:00,0,18,POINT (953222.9999999611 1942929.999999915),402.0,0,0,0,0,0,2,14,0,9,2,77,34.4,43.0,14.0
280,280,중상사고,0,1,1,0,차대차 - 측면충돌,기타,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,26세,중상,승용,여,33세,경상,202554.20733399,441485.78616737,2021-08-10 11:00:00,1,11,POINT (958341.9999999597 1941612.9999999155),132.0,0,0,0,0,0,2,1,0,14,1,47,31.5,54.0,21.0
281,281,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,28세,경상,화물,남,24세,상해없음,187978.20803295,447584.726321,2021-08-12 11:00:00,3,11,POINT (943803.9999999589 1947786.999999908),250.5,0,1,0,4,0,2,21,6,5,2,85,30.5,59.0,27.0
282,282,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,32세,상해없음,보행자,여,29세,경상,204110.80336842,444879.38611037,2021-08-13 18:00:00,4,18,POINT (959915.9999999582 1944996.9999999225),31.0,0,0,0,0,0,3,23,43,5,6,72,31.3,58.0,20.0
283,283,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,상해없음,자전거,여,73세,중상,208378.52538831,445815.42497623,2021-08-14 06:00:00,5,6,POINT (964186.9999999593 1945909.9999999204),9.0,0,0,0,0,0,3,1,0,6,4,66,20.125,58.0,20.166666666666664
284,284,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,19세,상해없음,자전거,여,61세,부상신고,209310.02832804,444472.83568411,2021-08-14 12:00:00,5,12,POINT (965110.9999999573 1944562.9999999194),17.0,0,1,0,0,0,0,2,2,2,4,48,28.3,56.0,10.0
285,285,중상사고,0,1,0,0,차대사람 - 기타,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),남,22세,상해없음,보행자,여,32세,중상,192188.0946706,450352.15364553,2021-08-14 22:00:00,5,22,POINT (948026.9999999568 1950530.9999999115),27.5,0,1,0,0,0,0,65,0,6,3,128,25.1,63.0,12.0
286,286,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,24세,부상신고,승용,남,49세,상해없음,198058.43753733,442242.2195483,2021-08-15 07:00:00,6,7,POINT (953851.9999999567 1942392.9999999157),237.5,0,0,0,0,0,0,17,0,0,5,88,24.1,67.0,6.0
287,287,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,52세,상해없음,보행자,여,62세,경상,203484.87799889,461923.77635691,2021-08-17 15:00:00,1,15,POINT (959380.999999974 1962037.9999999285),169.5,0,1,1,0,0,4,18,0,15,2,125,32.4,45.0,9.0
288,288,중상사고,0,1,0,0,차대사람 - 보도통행중,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,25세,상해없음,보행자,여,58세,중상,209300.70079408,444533.8105517,2021-08-18 10:00:00,2,10,POINT (965101.9999999562 1944623.9999999215),219.75,0,1,0,0,0,0,2,2,2,4,46,21.6,87.0,11.0
289,289,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),남,26세,상해없음,보행자,남,34세,경상,209702.61591643,445333.26516725,2021-08-18 13:00:00,2,13,POINT (965507.9999999601 1945420.99999992),278.25,0,0,0,0,0,4,42,8,4,5,64,27.6,81.0,9.0
290,290,경상사고,0,0,1,0,차대사람 - 기타,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,59세,상해없음,보행자,여,38세,경상,206555.24414129,452504.39704462,2021-08-19 09:00:00,3,9,POINT (962399.9999999644 1952605.999999921),234.25,0,0,1,0,0,1,29,0,13,0,87,23.1,73.0,17.0
291,291,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),여,21세,상해없음,보행자,남,45세,경상,201793.12732006,444835.05982537,2021-08-20 18:00:00,4,18,POINT (957598.9999999644 1944964.9999999204),282.5,0,0,0,0,0,3,98,0,12,6,118,30.1,65.0,18.0
292,292,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,비,단일로 - 기타,개인형이동수단(PM),남,18세,상해없음,자전거,남,45세,경상,205959.33437352,461458.77923435,2021-08-20 23:00:00,4,23,POINT (961851.9999999731 1961559.9999999215),53.5,0,1,1,0,0,2,0,0,5,3,110,24.3,80.0,31.0
293,293,경상사고,0,0,1,0,차대차 - 측면충돌,기타,-,비,단일로 - 기타,개인형이동수단(PM),남,34세,경상,승용,남,55세,상해없음,199975.89717201,444556.30004868,2021-08-22 18:00:00,6,18,POINT (955780.9999999558 1944695.999999917),58.75,0,0,0,0,0,3,0,0,7,4,71,26.9,66.0,23.0
294,294,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,32세,중상,승용,남,40세,상해없음,204891.98707086,463695.97643582,2021-08-23 10:00:00,0,10,POINT (960796.9999999693 1963801.99999993),246.75,0,0,0,0,0,2,12,1,12,2,87,25.8,70.0,31.0
295,295,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,기타 - 기타,개인형이동수단(PM),남,36세,상해없음,보행자,여,37세,경상,207438.36943044,455178.15931009,2021-08-25 06:00:00,2,6,POINT (963296.9999999679 1955273.9999999222),0.0,0,2,0,0,0,5,6,0,4,6,93,20.125,58.0,20.166666666666664
296,296,경상사고,0,0,1,0,차대차 - 측면충돌,불법유턴,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,25세,경상,화물,남,73세,상해없음,197412.89722968,445121.90805248,2021-08-25 15:00:00,2,15,POINT (953221.9999999555 1945274.9999999176),136.0,0,1,0,0,0,2,0,0,5,3,55,28.5,69.0,5.0
297,297,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,-,맑음,단일로 - 기타,개인형이동수단(PM),남,20세,상해없음,보행자,남,55세,경상,196857.05898875,451448.40215936,2021-08-27 20:00:00,4,20,POINT (952699.999999966 1951601.9999999215),31.5,0,1,0,0,0,5,28,18,18,8,175,21.5,86.0,10.0
298,298,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,29세,중상,,,,,200735.84806886,443114.77240724,2021-08-28 12:00:00,5,12,POINT (956532.9999999563 1943250.999999919),70.75,0,0,0,0,0,1,2,0,6,4,98,27.5,65.0,20.0
299,299,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,24세,부상신고,승용,남,36세,기타불명,205031.58201745,462844.38366051,2021-08-29 01:00:00,6,1,POINT (960931.999999974 1962949.9999999264),0.0,0,0,0,0,0,2,7,0,9,1,107,20.125,58.0,20.166666666666664
300,300,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,-,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,15세,상해없음,보행자,남,65세,경상,207312.36218508,447836.5661532,2021-08-30 14:00:00,0,14,POINT (963131.9999999668 1947935.999999926),269.5,0,1,1,4,0,2,9,46,3,1,47,29.3,64.0,46.0
301,301,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,-,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,22세,경상,승용,여,53세,상해없음,205472.00047894,449272.35499333,2021-08-30 14:00:00,0,14,POINT (961299.9999999586 1949380.9999999262),269.5,0,1,0,0,0,2,10,0,6,3,96,27.9,65.0,35.0
302,302,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,-,비,단일로 - 기타,개인형이동수단(PM),남,31세,상해없음,보행자,여,32세,중상,206128.9551737,449329.86994283,2021-08-31 08:00:00,1,8,POINT (961956.9999999591 1949434.999999924),174.5,0,0,0,0,0,2,150,29,4,3,79,23.7,78.0,45.0
303,303,경상사고,0,0,1,0,차대차 - 기타,신호위반,-,맑음,기타 - 기타,개인형이동수단(PM),남,29세,경상,승용,남,61세,상해없음,207651.6525275,445360.3826558,2021-09-02 16:00:00,3,16,POINT (963457.9999999612 1945458.9999999178),69.5,0,1,0,0,0,2,42,33,2,3,47,27.3,57.0,6.0
304,304,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,16세,상해없음,이륜,남,19세,경상,211158.46137439,443589.29618806,2021-09-02 19:00:00,3,19,POINT (966953.999999963 1943669.999999919),114.5,0,0,0,0,0,2,10,45,7,4,84,24.1,100.0,19.0
305,305,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),남,51세,상해없음,보행자,여,69세,부상신고,209944.5274351,445744.71497515,2021-09-03 17:00:00,4,17,POINT (965751.9999999575 1945830.9999999243),79.5,0,0,0,0,0,1,34,45,6,6,67,30.8,36.0,4.0
306,306,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),남,26세,부상신고,승용,남,68세,상해없음,204638.74037402,452832.33247152,2021-09-04 09:00:00,5,9,POINT (960485.9999999619 1952943.9999999185),187.75,0,0,1,0,0,2,11,0,5,4,84,22.6,56.0,2.0
307,307,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,-,맑음,교차로 - 교차로안,개인형이동수단(PM),여,27세,경상,승용,남,63세,상해없음,207017.3919214,447997.06249761,2021-09-05 01:00:00,6,1,POINT (962837.9999999586 1948097.9999999187),0.0,0,2,0,0,0,3,12,37,3,1,45,20.125,58.0,20.166666666666664
308,308,경상사고,0,0,1,0,차량단독 - 전도전복 - 전도,기타,-,비,기타 - 기타,개인형이동수단(PM),남,22세,경상,,,,,205818.41526677,462746.53898163,2021-09-07 22:00:00,1,22,POINT (961717.9999999665 1962847.9999999288),0.0,0,0,0,0,0,4,8,0,23,3,109,20.125,58.0,20.166666666666664
309,309,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,-,맑음,단일로 - 기타,개인형이동수단(PM),여,27세,상해없음,보행자,남,29세,경상,203356.96383275,442721.53303057,2021-09-08 11:00:00,2,11,POINT (959150.9999999563 1942843.9999999225),243.5,0,1,0,0,0,4,36,42,9,3,95,23.2,98.0,0.0
310,310,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,-,맑음,기타 - 기타,개인형이동수단(PM),여,43세,상해없음,자전거,여,67세,중상,188926.8194559,445843.10886954,2021-09-10 10:00:00,4,10,POINT (944742.9999999572 1946040.9999999132),133.5,0,0,0,0,0,1,1,0,0,2,72,21.8,97.0,16.0
311,311,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,신호위반,-,맑음,단일로 - 기타,개인형이동수단(PM),여,22세,상해없음,보행자,남,29세,경상,202352.95806796,444719.98782154,2021-09-10 15:00:00,4,15,POINT (958157.9999999629 1944846.9999999139),54.5,0,0,0,0,0,1,90,175,14,5,120,30.4,54.0,18.0
312,312,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,-,흐림,단일로 - 기타,개인형이동수단(PM),남,19세,상해없음,보행자,여,29세,중상,194666.93663003,450748.48584367,2021-09-10 21:00:00,4,21,POINT (950506.9999999651 1950913.9999999143),43.5,0,2,1,0,0,5,196,7,21,5,117,24.3,84.0,22.0
